Word,Semantic Orientation Value
imeancrazy,0.0
glitch,0.0
chunky,0.0
bhive,0.0
takes,0.0
rostec_russia,0.0
mysterious,0.0
vi…,0.0
site,0.0
excuse,0.0
commenced,0.0
robotaxis,0.0
yemen,0.0
08:13pm,0.0
thejetson,0.0
xaabo,0.0
voxdotc…,0.0
tried,0.0
rude,0.0
sneak,0.0
tries,0.0
mnoffsinger1,0.0
teedubya,0.0
wandilesihlobo,0.0
media_release,0.0
advised,0.0
lasers,0.0
techvehicles,0.0
.apple,0.0
evaadosoglou,0.0
systems,0.0
it…,0.0
breakingnews,0.0
terrorism,0.0
bryan,0.0
squishy,0.0
event,0.0
richardhaut,0.0
publish,0.0
trustd,0.0
usatoday,0.0
reason,0.0
base,0.0
ask,0.0
todaytonightsa,0.0
terrible,0.0
psd_xhtml,0.0
expecting,0.0
mondialif,0.0
apocalypse,0.0
probability,0.0
horse,0.0
przez,0.0
alteredcompany,0.0
safety’,0.0
wonderful,0.0
scheme,0.0
selling,0.0
f-16,0.0
wikyou,0.0
overdrive,0.0
tft,0.0
ipads,0.0
dtn,0.0
christianwolmar,0.0
greg,0.0
mojipro,0.0
timothy,0.0
toward,0.0
you’ve,0.0
fa_antunes4u,0.0
coleslaw,0.0
wcvb,0.0
lie,0.0
u.s,0.0
speculative,0.0
autopilotdeathelon,0.0
omagus,0.0
hires,0.0
theburgh,0.0
hired,0.0
insightbrief,0.0
cjadlive,0.0
foxandfriends,0.0
beginning2anend,0.0
pomerance,0.0
selfdriv…,0.0
pretty,0.0
johnelwaycjdr,0.0
shelved,0.0
famous,0.0
during,0.0
‘not,0.0
interim,0.0
tesla's…,0.0
hype,0.0
voler,0.0
caracc…,0.0
gearbraininc,0.0
matthewchannon_,0.0
undergoes,0.0
paulstrobel,0.0
vegasmlmeetup,0.0
close,0.0
constellation,0.0
america’s,0.0
wow,0.0
years+,0.0
checkmate,0.0
unconscious,0.0
scalability,0.0
unstoppable,0.0
se…,0.0
khalidhamdan0,0.0
startu…,0.0
itsolutions,0.0
newgenrobotics,0.0
bots,0.0
liked,0.0
dmvorg,0.0
seanmidoyle,0.0
mind-blowing,0.0
describes,0.0
fordeu,0.0
lived,0.0
lives,0.0
w/the,0.0
while,0.0
newspath,0.0
pack,0.0
ona16,0.0
tests,0.0
techshare,0.0
reads,0.0
terminator,0.0
telefinance,0.0
shay,0.0
reaction/maneuver,0.0
shah,0.0
president-less,0.0
uses,0.0
user,0.0
motor…,0.0
iplaw,0.0
obviously,0.0
internet-connected,0.0
ertico,0.0
uber-where,0.0
pittsburgh_dad,0.0
roasted,0.0
startups,0.0
kramtrak,0.0
bookboost,0.0
stock-market,0.0
risks’,0.0
success,0.0
envisioned,0.0
signal,0.0
popular,0.0
pillab,0.0
parade,0.0
brakes,0.0
some,0.0
urgent,0.0
trends,0.0
lifelike,0.0
tbrijs,0.0
leighmuster,0.0
exec,0.0
slash,0.0
vickimckenna,0.0
run,0.0
specialreport,0.0
stem,0.0
dhlinnovation,0.0
pomdps,0.0
viewpoints,0.0
teslaautopilot,0.0
raspberry,0.0
ibmwatson,0.0
bobmcmillan,0.0
trucking,0.0
idf,0.0
within,0.0
tesla’s,0.0
rolls,0.0
curtisurijah,0.0
carupgrades,0.0
mouserelec,0.0
infowebagri,0.0
larry,0.0
russian,0.0
dulo,0.0
cautiously,0.0
smartvehicles,0.0
imagine2030,0.0
bretbaier,0.0
fears,0.0
politicians,0.0
smiles,0.0
reportedly,0.0
william,0.0
them..i,0.0
u_drivers,0.0
haroldlgardner,0.0
required,0.0
wellbeing,0.0
svc,0.0
drivenot,0.0
requires,0.0
evenly,0.0
farms,0.0
o/s,0.0
ass,0.0
birthplace,0.0
rollout,0.0
friendly,0.0
mtvnews,0.0
wave,0.0
hasn’t,0.0
singisela,0.0
positions,0.0
ibasia,0.0
jump,0.0
booth,0.0
picked,0.0
click,0.0
espresso,0.0
experiment,0.0
paxdickinson,0.0
stance,0.0
commercial,0.0
believed,0.0
dadpoordad,0.0
lorries,0.0
rohan0203,0.0
cloudtweaks,0.0
youtubes,0.0
ride-sharing,0.0
patents,0.0
shake,0.0
gimmick,0.0
remains,0.0
saeintl,0.0
1/3,0.0
1/2,0.0
announcing,0.0
nurture,0.0
drops,0.0
gtnjuvin,0.0
ushers,0.0
voice,0.0
chevrolet,0.0
3dprinted,0.0
fare,0.0
ohmokwena,0.0
arbor,0.0
'aggressively,0.0
scoop,0.0
healthcare,0.0
executives,0.0
womeninstem,0.0
lipo360,0.0
tamaratam,0.0
broom,0.0
archit_anand143,0.0
m_steinbuch,0.0
gurunews,0.0
refuel,0.0
coybig,0.0
let’s,0.0
university,0.0
crossing,0.0
fordfusion,0.0
chunk,0.0
visionzero,0.0
special,0.0
olderdriver,0.0
reboot,0.0
heyits_wes,0.0
calif,0.0
kaleemux,0.0
tinynotebook,0.0
automobilityla,0.0
hostile,0.0
route,0.0
keen,0.0
writetobrandon,0.0
powerful,0.0
rs7,0.0
management,0.0
njitengineering,0.0
interest’,0.0
securitycharlie,0.0
adopted,0.0
electrics,0.0
randydeutsch,0.0
rsi,0.0
hitching,0.0
economicdevelopment,0.0
rss,0.0
whitelisted,0.0
semi-selfdriving,0.0
ubered,0.0
border,0.0
selfdrivingshoppingcart,0.0
baking★,0.0
atlasobscura,0.0
yrs”,0.0
fuels,0.0
aws,0.0
newco,0.0
dopurun,0.0
secybersecurity,0.0
nuisance,0.0
eject,0.0
newyorktimesrus,0.0
databases,0.0
mandyug,0.0
sent,0.0
"50,000-pound",0.0
brithume,0.0
soldiers,0.0
spatineo,0.0
tire,0.0
fuel,0.0
overall,0.0
transferwise,0.0
joint,0.0
kong,0.0
auto-pilot,0.0
theriseoftherobots,0.0
gray,0.0
processes,0.0
fttechnews,0.0
wellness,0.0
she,0.0
gran,0.0
grab,0.0
spotted,0.0
roborace,0.0
brandstreetuk,0.0
officials,0.0
arielbogle,0.0
state,0.0
neither,0.0
importance,0.0
efficiency,0.0
police,0.0
monitor,0.0
hits,0.0
fyi/,0.0
yole_dev,0.0
fully-autonomous,0.0
afaik,0.0
tuesday,0.0
doublev_35,0.0
dasandman500,0.0
johana,0.0
wearefarmers,0.0
quit,0.0
rachel_maclean,0.0
carscoop,0.0
pizzazz_books,0.0
cent,0.0
quiz,0.0
mikevolkov20,0.0
vilavaite,0.0
tweets,0.0
expenditure,0.0
whataboutmario,0.0
kicks,0.0
💁🚗🤖,0.0
cmurobotics,0.0
selfdrivingsafe,0.0
capture,0.0
of…,0.0
began,0.0
parts,0.0
underground,0.0
cvrogers,0.0
tapped,0.0
volvo’s,0.0
1-4,0.0
1-6,0.0
yahoonews,0.0
minibuses,0.0
obstacles,0.0
well,0.0
thefuture,0.0
mikefeibus,0.0
deadly,0.0
researchmarkets,0.0
cupertino,0.0
sourced,0.0
accurate,0.0
tayloratklas,0.0
sources,0.0
sputtering,0.0
kick,0.0
googlers,0.0
howto,0.0
crushed,0.0
historic,0.0
intersection,0.0
itsystems,0.0
prominent,0.0
necessary,0.0
lost,0.0
sized,0.0
keith__johnston,0.0
page,0.0
twitter,0.0
04.15,0.0
cleveland,0.0
demonstrates,0.0
safeor,0.0
sponsoring,0.0
boggles,0.0
intersections,0.0
federicopascual,0.0
insurethebox,0.0
yandexcom,0.0
real-world,0.0
bradtem,0.0
sidpatankar,0.0
smarttransport,0.0
stakes,0.0
washington,0.0
8/10,0.0
utility,0.0
brian_farnan,0.0
firehazardlabs,0.0
north,0.0
polite,0.0
they…,0.0
applanix,0.0
feedly,0.0
stories,0.0
dteyssou,0.0
learnbonds,0.0
piece,0.0
display,0.0
petercarwriter,0.0
marketplace,0.0
twist,0.0
beats,0.0
automatonblog,0.0
eric,0.0
rumors,0.0
pacifica,0.0
service-sensing,0.0
star,0.0
stay,0.0
innorama,0.0
curbed,0.0
using,0.0
samsung,0.0
blogs,0.0
frankfurt,0.0
famous/influential,0.0
fsecure,0.0
asian,0.0
newsfromtrl,0.0
buddy,0.0
presents,0.0
industria40,0.0
teaching,0.0
sorry,0.0
ugv-campaign,0.0
updated,0.0
collaborate,0.0
cruising,0.0
cornfields,0.0
compacts,0.0
updates,0.0
skills,0.0
solution,0.0
heading,0.0
aantonop,0.0
japanese,0.0
f*ck,0.0
lights,0.0
cartoonistwanted,0.0
tips,0.0
evolving,0.0
aon_belgium,0.0
meb,0.0
experimentalism,0.0
never,0.0
drew,0.0
met,0.0
108,0.0
boron,0.0
jams,0.0
economics,0.0
chrysler,0.0
permit,0.0
tweet,0.0
fantastic,0.0
rosenberg,0.0
county,0.0
moral,0.0
tnhimss,0.0
landscape,0.0
type,0.0
lidarmonkey,0.0
wars,0.0
vehicule,0.0
warn,0.0
amwriting,0.0
cnbcnow,0.0
room,0.0
rights,0.0
movies,0.0
thegooglecar,0.0
involve,0.0
🚖🚘🚔,0.0
unforgettable,0.0
autonomy,0.0
january,0.0
corix_jc,0.0
ukdriving,0.0
1piece…,0.0
attempt,0.0
maintain,0.0
goodbye,0.0
overtakes,0.0
operations,0.0
onlinemedi…,0.0
mikedayton,0.0
crew,0.0
barfoot,0.0
weeks,0.0
rustysegars,0.0
overcome,0.0
waitwait,0.0
finck_m,0.0
raypoynter,0.0
singularity,0.0
congestion-no,0.0
motoring,0.0
‘vision,0.0
went,0.0
side,0.0
principles,0.0
taught,0.0
doug,0.0
networked,0.0
crucial,0.0
content,0.0
turning,0.0
jordanklara,0.0
floors,0.0
studios,0.0
thefive,0.0
reginaldkgwedi,0.0
ytcreators,0.0
spoiler,0.0
matter,0.0
cars=0,0.0
to…,0.0
realestate,0.0
unsafe.”,0.0
modern,0.0
eyes,0.0
breaking/,0.0
seen,0.0
mins,0.0
seek,0.0
tells,0.0
ra…,0.0
city's…,0.0
8.0…,0.0
roboteam,0.0
regular,0.0
doj,0.0
youarenotfree,0.0
valshawcross,0.0
whitelist,0.0
ending,0.0
deftly,0.0
colorful,0.0
perceive,0.0
pallets,0.0
bat,0.0
booth3568,0.0
ethical,0.0
bas-01g,0.0
fascinating,0.0
testing,0.0
voxdotcom,0.0
smorrz,0.0
lipson,0.0
qutscieng,0.0
olympics,0.0
simplest,0.0
warrior,0.0
omg,0.0
sharp_usa,0.0
vows,0.0
s90,0.0
suggested,0.0
frenchtech,0.0
uncertainty,0.0
damned,0.0
monakinkcurlz,0.0
yahoofinance,0.0
initiative,0.0
hammerson\,0.0
puts,0.0
three,0.0
trigger,0.0
oxits,0.0
g7470program,0.0
website,0.0
u.s.-saudi,0.0
tapping,0.0
pilotprogram,0.0
tank,0.0
rnib,0.0
uberai,0.0
blackandgold,0.0
neat,0.0
seven,0.0
shame,0.0
fortunemagazine,0.0
automomous,0.0
chunkamui,0.0
meetup,0.0
israel’s,0.0
“try,0.0
unicorn,0.0
thoughts,0.0
paradigm,0.0
yours,0.0
sporting,0.0
leanux_bala,0.0
yep,0.0
yes,0.0
yet,0.0
impending,0.0
vinsalsace,0.0
"282,000",0.0
opt,0.0
egan,0.0
detlistener,0.0
dreams,0.0
.uber,0.0
notorious,0.0
scottzoldi,0.0
www,0.0
fredemamzade,0.0
the_future_city,0.0
norman,0.0
amediting,0.0
patentlaw,0.0
denso,0.0
‘reboot’,0.0
bold,0.0
predicting,0.0
applenews,0.0
bolt,0.0
4.1m,0.0
proudofmyhometown,0.0
ramsnfl,0.0
worldethics,0.0
automatically,0.0
selfie,0.0
intellectual,0.0
down,0.0
influencing,0.0
editor,0.0
_caxi,0.0
rehanamoosajee,0.0
surrender,0.0
all—from,0.0
aon_plc,0.0
builds,0.0
bitcoins,0.0
singaporeans,0.0
ship,0.0
marking,0.0
2016/17,0.0
krafcik,0.0
felt,0.0
utilities,0.0
weekend,0.0
potato,0.0
profits,0.0
skip,0.0
farhad,0.0
semiwiki,0.0
yapping,0.0
manager,0.0
jqqqn,0.0
safety'|,0.0
father,0.0
finally,0.0
marks,0.0
smartphone,0.0
zap__din,0.0
bi_contributors,0.0
magnet,0.0
attracting,0.0
unexpected,0.0
‘smiling’,0.0
targets,0.0
unrestricted,0.0
transportation,0.0
guardian,0.0
french,0.0
slashgear,0.0
earthquake,0.0
alto,0.0
first-ever,0.0
streetview,0.0
canadian,0.0
shift,0.0
bot,0.0
johnkarryko,0.0
high-tech,0.0
teleoperating,0.0
teenage,0.0
powerlunch,0.0
useful,0.0
verge,0.0
awtonomus,0.0
washpostdc,0.0
visit,0.0
france,0.0
thru,0.0
sharing,0.0
ooh,0.0
downtown,0.0
longtrackrecord,0.0
joe_blau,0.0
fly,0.0
tokyo,0.0
inertial,0.0
and…,0.0
making,0.0
arrive,0.0
lords,0.0
evbox,0.0
predict,0.0
po_st,0.0
bajillion-dollar,0.0
automobility,0.0
sapphiregypsy,0.0
nyt,0.0
monicataher,0.0
jmbooyah,0.0
map,0.0
max,0.0
sustainability,0.0
mad,0.0
man,0.0
necn,0.0
switch,0.0
fatalities,0.0
jowyang,0.0
beardednatitude,0.0
group,0.0
thank,0.0
startrek,0.0
thanx,0.0
mail,0.0
msnbc,0.0
main,0.0
uptake,0.0
finance,0.0
killer,0.0
“driverless”,0.0
sooner,0.0
josepsole_,0.0
fontaine_ch,0.0
killed,0.0
rgruia,0.0
rock,0.0
showcasing,0.0
const…,0.0
deutschepostdhl,0.0
tonycanas4,0.0
giveth,0.0
girl,0.0
canada,0.0
fazed,0.0
uber_pit,0.0
stupid,0.0
dutch,0.0
correct,0.0
roadsd.if,0.0
california,0.0
org,0.0
cc_conversation,0.0
thing,0.0
thine,0.0
waited,0.0
commercialize,0.0
little,0.0
sextrain,0.0
badidea,0.0
nanodegree🚗,0.0
mining,0.0
venture,0.0
were,0.0
tractor,0.0
ryan0shea,0.0
dash,0.0
prtnrs,0.0
ubimobility,0.0
fedtech,0.0
sose16,0.0
answering,0.0
upgrading,0.0
potential,0.0
performance,0.0
200,0.0
cybertaters,0.0
theatre,0.0
normal,0.0
ilvestoomas,0.0
paid,0.0
assault,0.0
rostec,0.0
‘beating’,0.0
futureready,0.0
order,0.0
machineintelligence,0.0
speaker-,0.0
shop,0.0
shot,0.0
reassessing,0.0
technoterrorist,0.0
ifapplecantdoit,0.0
teslasoftware8.0,0.0
roadandtrack,0.0
impunity,0.0
isn’t,0.0
ranking,0.0
sensata,0.0
availa,0.0
nearly,0.0
iotipenton,0.0
gen,0.0
time4truthnews,0.0
miles,0.0
worrying,0.0
lyft,0.0
relative,0.0
eliminating,0.0
seal,0.0
macmys,0.0
vertical,0.0
24/7,0.0
across,0.0
sohjoa,0.0
affordable,0.0
august,0.0
googlebike,0.0
killing,0.0
real-life,0.0
letsgetgoing,0.0
sketchy,0.0
highlights,0.0
among,0.0
proft,0.0
40+,0.0
innovations,0.0
certify,0.0
mark,0.0
mars,0.0
shopping,0.0
hodgepodge,0.0
bmi,0.0
wake,0.0
anti_gnostic,0.0
prof.,0.0
promising,0.0
ashlyferg,0.0
then,0.0
mailonline,0.0
effective..,0.0
sleeping,0.0
sudden,0.0
thisjusttweets,0.0
audrey__coulter,0.0
curbedla,0.0
drive”,0.0
nexttenyears,0.0
doctor,0.0
pay,0.0
tour,0.0
emojis,0.0
oil,0.0
semiautonomous,0.0
macro,0.0
solve,0.0
pa.,0.0
jord…,0.0
bgeisel1,0.0
ondemandmobility..,0.0
admitting,0.0
what_the_bec,0.0
geohotnews,0.0
vending,0.0
titan,0.0
images,0.0
dolt,0.0
zdnet,0.0
pioneer,0.0
moderate,0.0
userexperience,0.0
janrezab,0.0
seconds,0.0
atelier_us,0.0
roaming,0.0
manufacturer,0.0
regulations,0.0
tease,0.0
technology💡,0.0
meaning,0.0
databases_good,0.0
carelsnyman,0.0
roam,0.0
quietly,0.0
lands,0.0
'self-driving,0.0
strip,0.0
fox25news,0.0
uxresearch,0.0
scottdavis_wb,0.0
safwanzaheer,0.0
revamped,0.0
smartnation,0.0
refinery29,0.0
nopunintended,0.0
videos,0.0
conundrum,0.0
youtube,0.0
selfdriven,0.0
general,0.0
planets,0.0
reutersuk,0.0
tedious,0.0
hwingo,0.0
field,0.0
robertmarawa,0.0
god-satellite,0.0
tackle,0.0
remote,0.0
unload,0.0
whereismyjetpack,0.0
starting,0.0
inteloperator,0.0
forget,0.0
founder,0.0
medds,0.0
talks,0.0
motor_mag,0.0
children,0.0
rtsagro,0.0
rachelnixon,0.0
mikelangford,0.0
mistranslated,0.0
wsj,0.0
economically,0.0
neighborhood,0.0
airliners,0.0
revolutionise,0.0
foxnews,0.0
autonomoscars,0.0
zero,0.0
ribbon,0.0
abc,0.0
tcot,0.0
directindustryemag,0.0
marketwatch,0.0
transforms,0.0
ralfoestereich,0.0
videogame,0.0
c'mon,0.0
threads,0.0
jayegi,0.0
reboot’,0.0
publishes,0.0
fwd,0.0
larrypage,0.0
horovits,0.0
airport,0.0
greggrogell,0.0
published,0.0
themis,0.0
ibmautomotive,0.0
transit,0.0
sexaddiction,0.0
armed,0.0
two,0.0
dispatching,0.0
drivingjobs,0.0
diamond,0.0
futureoftransport,0.0
21st-century,0.0
karaoke,0.0
foxnation,0.0
'speed,0.0
middle,0.0
recall,0.0
handsomegrahame,0.0
compare,0.0
share,0.0
loosing,0.0
numbers,0.0
awkward,0.0
overlappi,0.0
advice,0.0
questioning,0.0
response,0.0
ipnews,0.0
pleasure,0.0
heralded…,0.0
playing,0.0
through,0.0
suffer,0.0
ok.,0.0
late,0.0
reuters,0.0
gamedesign,0.0
dolls,0.0
wsp_pbworld,0.0
mbta,0.0
hari,0.0
house,0.0
hard,0.0
buzzfeedseinfeld,0.0
ripple,0.0
safer.supershuttle,0.0
foreground,0.0
circumstance,0.0
veille,0.0
members,0.0
laughable,0.0
mmb,0.0
ibcipl,0.0
running,0.0
materialgear,0.0
pilots,0.0
stewie08701,0.0
bbcshufflebot,0.0
tedx,0.0
monumentpolicy,0.0
wages,0.0
via…,0.0
least,0.0
paint,0.0
leash,0.0
property…,0.0
park,0.0
wilnerdc,0.0
qld,0.0
uberatc,0.0
aug.,0.0
googleautonomouscar,0.0
mountain,0.0
majority,0.0
significant,0.0
services,0.0
erepubliclabs,0.0
2030-,0.0
traceylien,0.0
sector,0.0
scuethics,0.0
cryptoanarchy,0.0
ridehailing,0.0
converge,0.0
giant,0.0
ruin,0.0
shashabhushan,0.0
manasrm,0.0
express,0.0
v8.0,0.0
nodriver,0.0
motorcycles,0.0
common,0.0
‘hundreds,0.0
overhyping,0.0
bmezaris,0.0
red-letter,0.0
nashville,0.0
threat’,0.0
murataps,0.0
🤔🤔🤔🤔🤔,0.0
tipping,0.0
focused,0.0
upgraded,0.0
point,0.0
simple,0.0
shutdown,0.0
upgrades,0.0
nextev,0.0
rivals,0.0
meeting,0.0
slips,0.0
morganstanley,0.0
debasis070,0.0
chatted,0.0
gas,0.0
gap,0.0
gan,0.0
understand,0.0
replaces,0.0
solid,0.0
platoontest,0.0
itself,0.0
italy,0.0
attack,0.0
yesterday,0.0
sys,0.0
moment,0.0
energy-efficient,0.0
redesigned,0.0
spent,0.0
pop_byte,0.0
danproft,0.0
landmark,0.0
entry,0.0
spend,0.0
telegraphtech,0.0
distracting,0.0
shape,0.0
ranjeet18,0.0
source,0.0
ridiculously,0.0
radiusfunk,0.0
manage,0.0
rebound,0.0
displace,0.0
educatio,0.0
surfacemag,0.0
markpiesing,0.0
martian,0.0
marlon_boarnet,0.0
integration,0.0
khou,0.0
mindshare,0.0
bestseller,0.0
germany,0.0
reutersindia,0.0
…some,0.0
electricvehicles,0.0
mke,0.0
forward,0.0
chicagotribune,0.0
sdv,0.0
invite,0.0
luxembourgize,0.0
cybersec,0.0
year’s,0.0
testdrive,0.0
bruce_croxon,0.0
clips,0.0
planes,0.0
11:51pm,0.0
curb,0.0
timmyc62,0.0
metara,0.0
fishel,0.0
ravines,0.0
prepares,0.0
2009,0.0
messefrankfurt,0.0
ihs4defrisksec,0.0
cruiseautomation,0.0
baddriver,0.0
sharethis,0.0
shoppingcart,0.0
highereducation,0.0
tonyseba,0.0
ruttbridges,0.0
carplay,0.0
prototypes,0.0
eurocarparts,0.0
rivers,0.0
thenextweb,0.0
muoiod,0.0
clydebuilt,0.0
safetymanagement,0.0
giving,0.0
anthem,0.0
harvests,0.0
redhatnews,0.0
sing,0.0
safer,0.0
talent,0.0
mr_m73,0.0
decrease,0.0
oval,0.0
patrol,0.0
normalizes,0.0
upcoming,0.0
subscription,0.0
tunnel,0.0
near-future,0.0
sharingeconomy,0.0
praise,0.0
closing,0.0
e.g.,0.0
effectively,0.0
gcc,0.0
fets,0.0
reva,0.0
holds,0.0
aft,0.0
'hands-free,0.0
stock,0.0
wwesuperman,0.0
chasing,0.0
post-brexit,0.0
rbaranger,0.0
its…,0.0
addiction,0.0
mchui,0.0
alakrintis,0.0
busan,0.0
urbanmobility,0.0
bunch,0.0
industries,0.0
spreading,0.0
dan,0.0
spell,0.0
techlaw,0.0
thrill,0.0
warned,0.0
tues,0.0
oliverseifert,0.0
by…,0.0
experienced,0.0
loganrockmore,0.0
airbnb,0.0
jasonbalcauski,0.0
red,0.0
workflow,0.0
interaction,0.0
vc…,0.0
marcgarneau,0.0
retail,0.0
south,0.0
first-in-the-nation,0.0
uslibertine,0.0
pgh,0.0
stevewal63,0.0
taxisvsuber,0.0
lagging,0.0
reached,0.0
owning,0.0
smartcars,0.0
madeinamerica,0.0
vtoesca,0.0
pakistani,0.0
invid_eu,0.0
radar-focused,0.0
completed,0.0
nobody,0.0
sweden,0.0
growthhacking,0.0
anthropologist,0.0
wakes,0.0
unlikely,0.0
congrats,0.0
wouldyouride,0.0
gingerly,0.0
concerns,0.0
unless,0.0
eight,0.0
payment,0.0
request,0.0
absurd,0.0
lenagoh,0.0
thesunchronicle,0.0
espyservicesinc,0.0
kitt,0.0
portfolio,0.0
inspiring,0.0
knowledge,0.0
madman,0.0
ksa,0.0
fastforwardma,0.0
harleydavidson,0.0
occupant,0.0
mercedes,0.0
gibson,0.0
sfbusinesstimes,0.0
national,0.0
racernic,0.0
skynet,0.0
tesmods,0.0
close’,0.0
2pm,0.0
cars..,0.0
martunduaga,0.0
comment,0.0
bostonherald,0.0
ushering,0.0
erniebochjr,0.0
ottomotors,0.0
planetm,0.0
head-start,0.0
'reboot,0.0
selfdrivingrevolution,0.0
finished,0.0
womenintech,0.0
siliconvalley,0.0
digimkt,0.0
value,0.0
self-flying,0.0
city-county,0.0
almost,0.0
sampavin,0.0
shuttle,0.0
andyjayhawk,0.0
ios,0.0
volvocarsglobal,0.0
insure,0.0
sets,0.0
position,0.0
geeksight,0.0
executive,0.0
nicknamed,0.0
stored,0.0
jake_langbecker,0.0
seats,0.0
posmartin,0.0
cltomlinson,0.0
carsthatthink,0.0
ads,0.0
antoniatripa,0.0
add,0.0
infographics,0.0
match,0.0
zaynmalik,0.0
shitters,0.0
worlds,0.0
fyi,0.0
exclusiveinvitation,0.0
inviting,0.0
works,0.0
soft,0.0
kid’s,0.0
millennialchris,0.0
thejusticedept,0.0
flyingcar,0.0
est,0.0
emergencyservices,0.0
speak,0.0
‘massive’,0.0
although,0.0
vision-based,0.0
panel,0.0
introduces,0.0
irialm,0.0
statement,0.0
smarts,0.0
fleetvehicles,0.0
billions,0.0
spybeforeyoubuy,0.0
female,0.0
inclimate,0.0
rca,0.0
maxjcm,0.0
lost/unauthorized,0.0
editing,0.0
bug,0.0
bud,0.0
pig,0.0
shooting,0.0
memssummit,0.0
olivers…,0.0
allelectric,0.0
ecological,0.0
stemecosystems,0.0
ubi,0.0
humanfactors,0.0
technologyrocks,0.0
healthcatalyst,0.0
thehill,0.0
facilities,0.0
truckdriving,0.0
hate,0.0
trolley,0.0
ilianasergeev,0.0
bureaucrats,0.0
techblog,0.0
madetobeamomma,0.0
pride,0.0
drudgeheadlines,0.0
ptadejko,0.0
rise,0.0
riedle,0.0
encounter,0.0
cbreresearch,0.0
founded,0.0
open-source,0.0
ericssoncities,0.0
qutstem,0.0
unscrewing,0.0
surrounding,0.0
street,0.0
estimated,0.0
thenandnow,0.0
blue,0.0
secstockwatch,0.0
searchcio,0.0
liberty,0.0
sung,0.0
eco,0.0
supplier,0.0
seeks,0.0
studio,0.0
path,0.0
auction,0.0
nextgen,0.0
sethmeyers,0.0
newmr,0.0
ventured,0.0
sn-news,0.0
selfdrivinguber…,0.0
zelaroth,0.0
westonp…,0.0
preview,0.0
infosec,0.0
real-time,0.0
sharedeconomy,0.0
dccdudley,0.0
evankirstel,0.0
tridika,0.0
cheapest,0.0
testla,0.0
take/trust,0.0
install,0.0
are..a..coming,0.0
estate,0.0
attract,0.0
selfdrivingwhip,0.0
enquiry,0.0
popsci,0.0
writers,0.0
gate,0.0
widespread,0.0
badly,0.0
kalashnikov,0.0
certhellas,0.0
wurby,0.0
smartcolumbus,0.0
environ,0.0
ultimate,0.0
enter,0.0
london,0.0
socialmedia,0.0
writing,0.0
whips,0.0
vandalize,0.0
prevented,0.0
spirent,0.0
detroit,0.0
explode,0.0
extremetec,0.0
day1,0.0
laid,0.0
banning,0.0
start…,0.0
highered,0.0
warfareww,0.0
wanted,0.0
nonexistent/drivers,0.0
suvs,0.0
trg_waikato,0.0
days,0.0
onto,0.0
puck,0.0
philosophical,0.0
toy,0.0
fiction,0.0
too,0.0
/r/robotwatch,0.0
ubernewbz,0.0
swarmintelligence,0.0
urban,0.0
murder,0.0
tool,0.0
serve,0.0
took,0.0
instapaper,0.0
ixchat,0.0
helenhaxell,0.0
_zoomarch_,0.0
edmonds,0.0
classes,0.0
rac,0.0
industry40,0.0
thorpesi,0.0
lifeinsurance,0.0
teambosch,0.0
educator,0.0
rider,0.0
though,0.0
deploys,0.0
clickadelphia,0.0
johnalunil,0.0
peers,0.0
flow,0.0
tweethelp,0.0
wamu885,0.0
sthlmtech,0.0
worldofg,0.0
radio,0.0
whitehouse,0.0
ashevillebids,0.0
xesolinnovation,0.0
spite,0.0
situations,0.0
denel,0.0
announce,0.0
watch,0.0
solution=,0.0
slags,0.0
countries,0.0
idiotic,0.0
reimer,0.0
nhtsagov,0.0
motherboard,0.0
guacguactv,0.0
on-demand,0.0
sunlsummit,0.0
discovers,0.0
approach,0.0
boss,0.0
nightmares,0.0
te…,0.0
dedication,0.0
protect,0.0
fault,0.0
players,0.0
interquestgroup,0.0
‘robo,0.0
tecnoplc,0.0
trust,0.0
warehouses,0.0
confident,0.0
ak47,0.0
thewarholmuseum,0.0
imts2016,0.0
2morrowknight,0.0
catch,0.0
70000,0.0
stopping,0.0
platooning,0.0
suggest,0.0
several,0.0
groundbreaking,0.0
'sellouts,0.0
prioritize,0.0
my_duwad,0.0
skids,0.0
savings,0.0
arkforward,0.0
proposed,0.0
unemployment,0.0
laptop,0.0
passporthq,0.0
emobility,0.0
velodynelidar…,0.0
thumbs,0.0
cherry,0.0
pharmacy,0.0
w/in10yrs,0.0
technological,0.0
thebitcoinnews,0.0
“we,0.0
judge,0.0
thundercatsyo,0.0
velodyne,0.0
hunt,0.0
zoom,0.0
kasuri420,0.0
svbizjournal,0.0
seanhannity,0.0
usher,0.0
wtae,0.0
ics,0.0
selfdrivi…,0.0
regs,0.0
discount,0.0
re-orient,0.0
metro/tube/subway,0.0
exithub,0.0
twitch,0.0
valueinvesting,0.0
presence,0.0
puzzle,0.0
bounds—,0.0
ghar,0.0
itspodcast,0.0
rely,0.0
elseviermath,0.0
transform,0.0
class,0.0
gig,0.0
stuck,0.0
ona16trends,0.0
weather.4,0.0
nwtls,0.0
removed,0.0
1shawnster,0.0
meters,0.0
escape,0.0
bishnoikuldeep,0.0
ieeegreen,0.0
sci-tech,0.0
radically,0.0
commercials,0.0
tip,0.0
davidedmonds100,0.0
setting,0.0
hyperloopone,0.0
picture,0.0
football,0.0
trucki…,0.0
tiesteach,0.0
